doi,server,version,category,publiStatus,date,author_corresponding_institution,titleLength,abstractLength,numberAuthors,cit1year
10.1101/2020.09.10.288589,biorxiv,1,developmental biology,NP,2020-09-11,"Universite de Paris, Imagine Institute, Laboratory of Molecular and Physiopathological Bases of Osteochondrodysplasia. INSERM UMR 1163, F 75015, Paris, France",106,1665,11,
10.1101/2021.08.12.456182,biorxiv,1,immunology,NP,2021-08-13,Jilin University,76,1236,9,
10.1101/2020.12.07.414953,biorxiv,1,neuroscience,year1,2020-12-09,"CNBI, The University of Texas at Austin, Austin, Texas, United States of America; Inserm U1028, CNRS UMR 5292, DYCOG Team, Lyon Neuroscience Research Center, Br",120,1879,11,1.0
10.1101/2021.06.30.21259182,medrxiv,1,genetic and genomic medicine,year1,2021-07-02,"Division of Pediatric Pulmonary Medicine, Department of Pediatrics, National Jewish Health, USA",100,1610,15,2.0
10.1101/404772,biorxiv,1,neuroscience,year1,2018-09-10,Duke University,63,955,3,8.0
10.1101/2021.10.19.465029,biorxiv,1,neuroscience,year1,2021-10-19,Boston University,108,1205,10,6.0
10.1101/2022.08.11.503561,biorxiv,1,immunology,year1,2022-08-15,"University of California, Los Angeles",110,1580,9,0.0
10.1101/2021.06.24.21259505,medrxiv,1,public and global health,year1,2021-06-29,Africa University,83,2190,5,13.0
10.1101/2020.04.15.042937,biorxiv,1,ecology,year1,2020-04-16,University of Notre Dame,78,1736,2,2.0
10.1101/2022.02.11.480048,biorxiv,1,genomics,year1,2022-02-11,"Department of Genetics and Genome Biology, University of Leicester, Leicester, U.K.",109,1623,3,2.0
10.1101/2022.12.24.521867,biorxiv,1,physiology,NP,2022-12-25,University of Moncton,85,1894,4,
10.1101/691824,biorxiv,1,physiology,year1,2019-07-03,Universidad de Salamanca. IBSAL,102,712,7,5.0
10.1101/2022.06.14.495972,biorxiv,1,genomics,year1,2022-06-16,Johns Hopkins University,86,965,3,1.0
10.1101/723643,biorxiv,1,neuroscience,year1,2019-08-02,"Donders Institute for Brain, Cognition and Behaviour",80,1837,6,1.0
10.1101/2021.02.08.430229,biorxiv,1,immunology,year1,2021-02-10,University Medical Center Utrecht,66,1246,18,8.0
10.1101/2022.02.28.482278,biorxiv,1,evolutionary biology,NP,2022-03-01,Center for Molecular Biology of Heidelberg University (ZMBH),84,1194,20,
10.1101/2021.04.12.439523,biorxiv,1,physiology,year1,2021-04-14,Wroclaw University of Science and Technology,53,1781,3,0.0
10.1101/2020.06.08.133769,biorxiv,1,cell biology,NP,2020-06-09,University of Pittsburgh,100,1306,7,
10.1101/2020.06.02.129445,biorxiv,1,bioinformatics,year1,2020-06-02,Academy of Mathematics and Systems Science,121,2271,4,0.0
10.1101/2020.10.14.20212076,medrxiv,1,epidemiology,year1,2020-10-16,"Division of Respiratory Medicine, University Children\'s Hospital Zurich and Children\'s Research Center, University of Zurich, Switzerland.",96,1871,10,4.0
10.1101/2021.04.09.439138,biorxiv,1,bioinformatics,year1,2021-04-09,Australian National University,115,1076,7,0.0
10.1101/2020.01.13.895557,biorxiv,1,microbiology,year1,2020-01-13,"Saint Petersburg State University, Russia",107,924,7,3.0
10.1101/2022.07.05.498813,biorxiv,1,microbiology,year1,2022-07-05,University of Bern,156,1994,4,2.0
10.1101/2020.10.26.20219477,medrxiv,1,epidemiology,NP,2020-10-31,Imperial College London,122,1645,25,
10.1101/559617,biorxiv,1,bioinformatics,NP,2019-02-24,University of Missouri - Columbia,89,1518,4,
10.1101/2021.04.12.439566,biorxiv,1,developmental biology,NP,2021-04-13,University of Calgary,98,1206,5,
10.1101/2020.08.25.266486,biorxiv,1,evolutionary biology,year2,2020-08-25,Max Planck Institute for Evolutionary Biology,90,1730,2,1.0
10.1101/2022.03.10.22272193,medrxiv,1,infectious diseases,NP,2022-03-14,Yale University School of Medicine,139,1602,3,
10.1101/2021.12.26.21268358,medrxiv,1,infectious diseases,year1,2021-12-27,"Department of Laboratory Medicine, Kyorin University School of Medicine",164,1848,10,0.0
10.1101/2021.02.16.428622,biorxiv,1,microbiology,year1,2021-02-16,The Hebrew University of Jerusalem,85,1057,3,4.0
10.1101/715003,biorxiv,1,immunology,year1,2019-07-26,Universidade Estadual de Campinas,106,3075,12,3.0
10.1101/2021.03.02.433612,biorxiv,1,physiology,year1,2021-03-02,Emory University,78,1641,4,1.0
10.1101/2020.07.16.206987,biorxiv,1,cell biology,year1,2020-07-16,University of Pittsburgh,130,1152,9,2.0
10.1101/309039,biorxiv,1,bioinformatics,year1,2018-04-28,"Research Center for Advanced Science and Technology, The University of Tokyo",81,1139,5,3.0
10.1101/2021.08.23.21262469,medrxiv,1,public and global health,NP,2021-08-25,Public Health England,95,1892,3,
10.1101/2022.09.23.509192,biorxiv,1,molecular biology,year1,2022-09-24,University of Cambridge,66,1296,2,2.0
10.1101/2022.08.09.503337,biorxiv,1,genetics,year1,2022-08-11,Peking University,98,1237,2,5.0
10.1101/466391,biorxiv,1,biophysics,year1,2018-11-08,Johns Hopkins University,99,2603,3,10.0
10.1101/2021.10.01.462813,biorxiv,1,neuroscience,year1,2021-10-03,University of Rochester,137,1915,5,6.0
10.1101/2022.02.14.480385,biorxiv,1,biochemistry,year2,2022-02-14,Quadram Institute Bioscience,98,1171,2,1.0
10.1101/2022.07.27.22278107,medrxiv,1,psychiatry and clinical psychology,NP,2022-07-29,Wolaita Sodo University,93,2155,2,
10.1101/2020.06.30.20140046,medrxiv,1,epidemiology,NP,2020-07-03,Cedars-Sinai Medical Center,91,1382,35,
10.1101/779140,biorxiv,1,plant biology,year1,2019-09-23,"Institute of Biotechnology, HiLIFE, University of Helsinki",45,832,4,23.0
10.1101/2020.08.09.243352,biorxiv,1,plant biology,year1,2020-08-10,The University of Sydney,104,1885,4,2.0
10.1101/2021.12.22.21268161,medrxiv,1,primary care research,NP,2021-12-28,University of Oxford,187,2542,10,
10.1101/2021.04.28.441799,biorxiv,1,neuroscience,year1,2021-04-29,University of Guelph,174,1727,4,2.0
10.1101/624148,biorxiv,1,immunology,year1,2019-04-30,"University of California, Berkeley",82,756,6,2.0
10.1101/2020.08.07.241034,biorxiv,1,developmental biology,NP,2020-08-07,MRC London Institute of Medical Sciences,123,1308,19,
10.1101/2020.03.29.20046565,medrxiv,1,public and global health,year1,2020-03-31,Umea University,87,1982,1,25.0
10.1101/2021.09.28.462251,biorxiv,1,genomics,year2+,2021-09-28,University of Florida,97,2021,8,0.0
10.1101/2022.11.16.22282409,medrxiv,1,public and global health,NP,2022-11-18,Harvard T.H. Chan School of Public Health,92,2622,7,
10.1101/2020.10.28.358978,biorxiv,1,animal behavior and cognition,year1,2020-10-28,"Great Ormond Street Hospital, London, UK.",99,1933,2,0.0
10.1101/2021.02.23.432596,biorxiv,1,bioinformatics,NP,2021-02-25,Harbin Medical University,96,1836,2,
10.1101/2021.02.03.429601,biorxiv,1,biochemistry,NP,2021-02-03,University of Nebraska Medical Center,104,669,9,
10.1101/2020.01.20.910752,biorxiv,1,cancer biology,NP,2020-01-20,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA USA",122,2179,24,
10.1101/2020.03.09.983429,biorxiv,1,scientific communication and education,year1,2020-03-09,University of California San Francisco,119,2094,1,2.0
10.1101/2020.10.09.20191601,medrxiv,1,psychiatry and clinical psychology,NP,2020-10-12,"Oregon Health & Science University, Department of Psychiatry",111,2108,6,
10.1101/2020.12.09.20246777,medrxiv,1,infectious diseases,year1,2020-12-11,Los Alamos National Laboratory,137,1330,4,5.0
10.1101/2021.03.15.435468,biorxiv,1,paleontology,year1,2021-03-16,University of Goettingen,126,2434,5,4.0
10.1101/2021.11.26.470146,biorxiv,1,bioinformatics,NP,2021-11-27,Zhejiang University / University of Edinburg Institute,50,980,3,
10.1101/2020.06.08.140475,biorxiv,1,plant biology,year1,2020-06-09,"Corteva Agriscience, Johnston, IA, USA",146,2254,6,2.0
10.1101/2020.08.31.275271,biorxiv,1,plant biology,year1,2020-09-01,Centre for Cellular and Molecular Biology,118,1753,2,2.0
10.1101/2022.09.06.22279552,medrxiv,1,infectious diseases,NP,2022-09-09,"Department of Pathobiology, School of Veterinary Medicine, University of Pennsylvania, Philadelphia, Pennsylvania, United States of America",127,2400,19,
10.1101/483297,biorxiv,1,bioinformatics,NP,2018-11-29,Albert Einstein College of Medicine,103,1298,3,
10.1101/2022.11.01.514745,biorxiv,1,developmental biology,year1,2022-11-02,King's College London,76,1018,8,0.0
10.1101/2021.11.19.21266555,medrxiv,1,infectious diseases,NP,2021-11-21,Northwestern University,92,1156,7,
10.1101/669259,biorxiv,1,neuroscience,NP,2019-06-13,"Lab of Action and Body, Department of Psychology, Royal Holloway, University of London, UK",61,2520,4,
10.1101/2020.08.31.275552,biorxiv,1,neuroscience,NP,2020-09-01,Harvard Medical School,100,1231,2,
10.1101/2020.12.14.409862,biorxiv,1,molecular biology,year1,2020-12-14,Quadram Institute Biosciences,121,1964,6,5.0
10.1101/645903,biorxiv,1,molecular biology,year2,2019-05-24,Aalborg University,110,521,4,54.0
10.1101/401539,biorxiv,1,cell biology,year1,2018-08-27,"BRIC, Faculty of Health and Medical Sciences, University of Copenhagen, 2200, Copenhagen, Denmark",123,1529,11,0.0
10.1101/707331,biorxiv,1,neuroscience,NP,2019-07-18,Federal University of Rio Grande do Norte,70,1636,5,
10.1101/2020.09.08.288654,biorxiv,1,neuroscience,year1,2020-09-09,University of Pittsburgh,138,1710,8,2.0
10.1101/2021.11.12.468392,biorxiv,1,biochemistry,NP,2021-11-12,"Department of Biochemistry, University of Wisconsin-Madison, Wisconsin USA 53706",127,2753,5,
10.1101/2021.12.30.474566,biorxiv,1,neuroscience,NP,2022-01-01,Weill Cornell Medicine,156,1344,5,
10.1101/2020.06.04.133199,biorxiv,1,cancer biology,year1,2020-06-05,Research Centre for Natural sciences,97,1022,5,3.0
10.1101/2021.03.21.21254074,medrxiv,1,epidemiology,NP,2021-03-26,"Health Analytics Network, LLC; UPMC Hillman Cancer Center, Pittsburgh, PA, USA; Public Health Dynamics Lab, Graduate School of Public Health and Department of B",119,1397,8,
10.1101/2021.03.26.21254425,medrxiv,1,psychiatry and clinical psychology,NP,2021-04-04,Massachusetts General Hospital,65,1488,7,
10.1101/2021.02.22.432194,biorxiv,1,neuroscience,NP,2021-02-22,University of Washington,44,1585,3,
10.1101/2021.12.22.473790,biorxiv,1,biochemistry,year1,2021-12-23,Steno Diabetes Center Copenhagen,80,1480,12,4.0
10.1101/326512,biorxiv,1,biochemistry,NP,2018-05-20,Genentech Inc,108,995,8,
10.1101/2022.07.25.22278011,medrxiv,1,health policy,year1,2022-07-25,Harvard T.H. Chan School of Public Health,153,2480,13,0.0
10.1101/2020.09.07.20188607,medrxiv,1,infectious diseases,NP,2020-09-09,University of Arizona,95,693,4,
10.1101/427351,biorxiv,1,developmental biology,year2,2018-09-25,Ohio State University College of Medicine,90,3206,8,1.0
10.1101/2021.03.22.436414,biorxiv,1,cell biology,NP,2021-03-23,University of North Carolina at Chapel Hill,48,1083,6,
10.1101/2021.05.17.444478,biorxiv,1,cancer biology,NP,2021-05-17,"University of Torino, Dept of Oncology, Candiolo Cancer Institute, FPO-IRCCS",75,655,10,
10.1101/2020.03.17.996207,biorxiv,1,evolutionary biology,NP,2020-03-20,Western University of Health Sciences,55,1730,1,
10.1101/2022.01.10.475752,biorxiv,1,bioinformatics,year1,2022-01-12,"College of Animal Biotechnology, Guru Angad Dev Veterinary and Animal Science University (GADVASU), Ludhiana 141004, Punjab, India",143,1846,6,4.0
10.1101/525303,biorxiv,1,immunology,year1,2019-01-20,Western University,84,1354,3,2.0
10.1101/764662,biorxiv,1,cancer biology,NP,2019-09-10,Queen's University Belfast,133,1474,12,
10.1101/2020.07.02.183616,biorxiv,1,pathology,year1,2020-07-02,University of Stirling,134,2396,10,1.0
10.1101/2020.09.28.20203406,medrxiv,1,infectious diseases,year1,2020-09-29,The Scripps Research Institute,58,1219,5,2.0
10.1101/2021.12.31.21268575,medrxiv,1,infectious diseases,year1,2022-01-01,Leumit Health Services,90,1747,8,1.0
10.1101/2022.03.09.483668,biorxiv,1,synthetic biology,year1,2022-03-09,William Marsh Rice University,110,1447,7,2.0
10.1101/2020.01.15.907857,biorxiv,1,cell biology,year1,2020-01-15,Institut Pasteur - CNRS,93,1171,16,8.0
10.1101/769604,biorxiv,1,ecology,NP,2019-09-14,University of Georgia,97,1507,8,
10.1101/2021.08.30.21262826,medrxiv,1,health policy,year1,2021-08-30,University of Bristol,122,1632,4,3.0
10.1101/2021.12.04.471152,biorxiv,1,evolutionary biology,year1,2021-12-04,"Institut de Biologie Integrative de la Cellule, CNRS, Avenue de la Terrasse, 91198 Gif-sur-Yvette, France",99,1610,9,3.0
10.1101/2021.10.13.461056,biorxiv,1,cancer biology,NP,2021-10-14,University of Antwerp,77,1951,9,
10.1101/2020.11.18.388017,biorxiv,1,physiology,NP,2020-11-20,Biotechnology Center of the TU Dresden,49,1168,4,
10.1101/2020.06.02.20120774,medrxiv,1,infectious diseases,year1,2020-06-04,"nference, inc., One Main Street, Suite 400, East Arcade, Cambridge, MA 02142, USA",100,987,9,24.0
10.1101/2020.09.09.290122,biorxiv,1,biophysics,year1,2020-09-11,"CNRS, ICSN-UPR2301, Université Paris-Saclay",98,2097,11,2.0
10.1101/2020.07.17.208363,biorxiv,1,microbiology,NP,2020-07-17,International Livestock Research Institute,118,2648,14,
10.1101/2020.10.26.354654,biorxiv,1,pathology,year2+,2020-10-26,Nanjing University of Chinese Medicine,73,868,13,5.0
10.1101/2022.03.25.485706,biorxiv,1,cancer biology,NP,2022-03-27,Tufts University School of Medicine,161,2313,15,
10.1101/2022.08.04.502543,biorxiv,1,genetics,year1,2022-08-05,University of Toronto,125,1304,5,0.0
10.1101/2021.12.29.21268525,medrxiv,1,hematology,year1,2022-01-01,Gustave Roussy,157,1366,21,20.0
10.1101/2020.07.24.219295,biorxiv,1,genetics,NP,2020-07-24,Indian Institute of Science Education Research Thiruvananthapuram,129,2508,9,
10.1101/2020.04.30.070771,biorxiv,1,genomics,year2,2020-04-30,"Genomics Core Facility, Lab service, MRCG at LSHTM, Fajara, The Gambia",91,1161,18,2.0
10.1101/2020.01.29.925503,biorxiv,1,cell biology,year1,2020-01-30,"Centro de Biologia Celular y Biomedicina (CEBICEM), Facultad de Medicina y Ciencia, Universidad San Sebastian, Lota 2465, 7510157, Santiago, Chile",119,1052,13,2.0
10.1101/669564,biorxiv,1,synthetic biology,year1,2019-06-13,University of Florida,90,1492,5,0.0
10.1101/687459,biorxiv,1,cancer biology,NP,2019-07-01,"Institute of Genetic Medicine, Newcastle University, Newcastle upon Tyne.",79,1293,10,
10.1101/2020.09.24.310540,biorxiv,1,cell biology,year1,2020-09-25,University of Utah,100,1175,4,6.0
10.1101/2022.04.28.489842,biorxiv,1,bioinformatics,year2,2022-04-29,Ghent University,95,999,5,2.0
10.1101/2020.11.09.20228148,medrxiv,1,public and global health,year1,2020-11-12,"Centre for the Study of Regional Development, School of Social Sciences-III, Jawaharlal Nehru University, New Delhi, India-110067",67,1796,4,0.0
10.1101/2021.06.24.449755,biorxiv,1,scientific communication and education,year1,2021-06-24,National Institutes of Health,96,799,2,2.0
10.1101/322784,biorxiv,1,microbiology,NP,2018-05-15,University of Tennessee Health Science Center,119,1578,5,
10.1101/2020.07.29.20164269,medrxiv,1,epidemiology,year1,2020-07-30,University of Oxford,94,996,6,8.0
10.1101/2022.01.10.475601,biorxiv,1,microbiology,year1,2022-01-10,Universitatsklinikum Hamburg-Eppendorf,82,1604,4,1.0
10.1101/2020.04.03.023614,biorxiv,1,cell biology,NP,2020-04-04,"Ulm University, Institute of Biophysics",91,1223,11,
10.1101/2022.08.15.22278752,medrxiv,1,infectious diseases,year1,2022-08-17,"Oxford University Clinical Research Unit, Vietnam",130,2042,29,1.0
10.1101/2022.05.29.493905,biorxiv,1,cell biology,year1,2022-05-29,Max Planck Institute for Biology,98,860,4,0.0
10.1101/2020.03.25.008839,biorxiv,1,ecology,NP,2020-03-27,Otago University,95,1438,2,
10.1101/2020.02.28.970822,biorxiv,1,immunology,year1,2020-03-03,Tel Aviv University,130,897,11,12.0
10.1101/2020.09.30.320929,biorxiv,1,bioinformatics,year1,2020-10-02,Lawrence Berkeley National Laboratory,31,2278,18,13.0
10.1101/2021.09.24.461340,biorxiv,1,physiology,year1,2021-09-24,"Institute of Veterinary Physiology, Vetsuisse Faculty University of Zurich",103,2139,4,2.0
10.1101/2020.08.03.20167213,medrxiv,1,infectious diseases,year1,2020-08-04,"Institute of Social and Preventive Medicine, University of Bern, Bern, Switzerland",145,2464,22,2.0
10.1101/2022.10.24.513593,biorxiv,1,bioinformatics,NP,2022-10-26,"University of California, San Diego",72,2092,4,
10.1101/2020.08.21.260844,biorxiv,1,neuroscience,NP,2020-08-24,KAIST,67,1871,3,
10.1101/2021.02.23.21252226,medrxiv,1,infectious diseases,year1,2021-02-24,Fraser Health Authority British Columbia Canada,135,1643,3,0.0
10.1101/441717,biorxiv,1,plant biology,NP,2018-10-13,University of Bern,150,1363,6,
10.1101/2020.02.01.930222,biorxiv,1,biochemistry,year1,2020-02-02,Helmholtz Zentrum Muenchen,81,424,9,6.0
10.1101/2021.02.02.429407,biorxiv,1,cancer biology,year2,2021-02-03,Rockefeller University,101,1281,17,12.0
10.1101/2020.10.23.20216408,medrxiv,1,epidemiology,NP,2020-10-27,"Dept Psychiatry, Washington University School of Medicine (WUSM), 660 S. Euclid Ave. B8134, St. Louis, MO 63110",50,763,6,
10.1101/2021.12.16.473031,biorxiv,1,bioengineering,NP,2021-12-19,"Department of Biomedical Engineering, Pratt School of Engineering, Duke University, Durham, NC 27708",101,851,4,
10.1101/2021.03.19.436119,biorxiv,1,animal behavior and cognition,year1,2021-03-20,University of Bristol,37,1266,5,6.0
10.1101/2021.10.14.464352,biorxiv,1,ecology,NP,2021-10-15,University of St Andrews,104,1109,7,
10.1101/2021.08.18.21262046,medrxiv,1,hiv aids,year1,2021-08-25,Boston University School of Public Health,83,2338,6,8.0
10.1101/373050,biorxiv,1,bioinformatics,year2+,2018-07-20,"Department of Psychiatry, Virginia Commonwealth University, Richmond, Virginia 23298, USA",122,1700,10,4.0
10.1101/195313,biorxiv,3,epidemiology,year1,2018-04-24,Imperial College London,118,1375,6,1.0
10.1101/2021.03.25.436993,biorxiv,1,bioinformatics,NP,2021-03-25,European Molecular Biology Laboratory,101,812,5,
10.1101/2022.07.01.498456,biorxiv,1,biophysics,NP,2022-07-03,Indian Institute of Science,52,1840,4,
10.1101/2021.03.29.21254599,medrxiv,1,epidemiology,NP,2021-03-31,Ben-Gurion University of the Negev,81,1394,4,
10.1101/2022.02.07.22270599,medrxiv,1,public and global health,year1,2022-02-08,Yale School of Medicine,104,1691,7,9.0
10.1101/2020.04.10.035337,biorxiv,1,biophysics,NP,2020-04-11,XuZhou Medical University,92,1350,1,
10.1101/868455,biorxiv,1,neuroscience,year1,2019-12-08,University of Minnesota,85,2101,4,4.0
10.1101/2020.06.29.20131367,medrxiv,1,infectious diseases,year1,2020-07-06,Universidad de Las Americas,111,692,6,14.0
10.1101/2022.09.25.22280267,medrxiv,1,infectious diseases,NP,2022-09-27,"Molecular Pathology Group, Laboratory of Cell Biology & Histology, Faculty of Medicine and Health Sciences, University of Antwerp, Universiteitsplein 1, Wilrijk",103,1480,31,
10.1101/2020.01.31.929455,biorxiv,1,developmental biology,year1,2020-02-01,University of Texas El Paso,98,1224,5,1.0
10.1101/2021.09.03.457161,biorxiv,1,cancer biology,NP,2021-09-04,University of Minnesota,105,1409,10,
10.1101/2020.10.03.324764,biorxiv,1,plant biology,year1,2020-10-04,University of Warwick,86,1237,15,4.0
10.1101/2022.09.26.509442,biorxiv,1,physiology,NP,2022-09-28,National Center for Geriatrics and Gerontology,132,981,16,
10.1101/444745,biorxiv,1,systems biology,NP,2018-10-16,Chinese Academy of Medical Sciences and Peking Union Medical College,116,771,2,
10.1101/2021.01.04.425184,biorxiv,1,biophysics,year1,2021-01-04,Vanderbilt University,90,952,7,2.0
10.1101/2022.01.14.475290,biorxiv,1,microbiology,year1,2022-01-15,"Department of Earth System Science, Stanford University, CA, USA",69,1067,20,1.0
10.1101/2022.10.18.512650,biorxiv,1,microbiology,NP,2022-10-18,Imperial College London,110,1746,5,
10.1101/2022.08.09.503392,biorxiv,1,pathology,year1,2022-08-11,University of Southern California,90,2467,11,1.0
10.1101/2021.11.29.470335,biorxiv,1,ecology,year2,2021-11-30,University of Cadiz,137,1110,7,8.0
10.1101/320119,biorxiv,1,developmental biology,year1,2018-05-11,"Max Planck Institute for Heart and Lung Research, Bad Nauheim, Germany",121,1053,18,5.0
10.1101/2022.04.05.487092,biorxiv,1,neuroscience,year1,2022-04-08,"Department of Radiology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania 19104, USA.",116,2118,11,3.0
10.1101/2022.02.17.22271116,medrxiv,1,infectious diseases,year1,2022-02-18,University of Trieste,99,1577,14,48.0
10.1101/2020.09.09.289017,biorxiv,1,neuroscience,year2,2020-09-11,Oregon Health and Science University,118,2693,7,3.0
10.1101/784074,biorxiv,1,microbiology,year1,2019-09-26,Monash University,90,1253,9,1.0
10.1101/269944,biorxiv,1,genetics,year1,2018-02-22,Johns Hopkins University School of Medicine,89,1742,9,0.0
10.1101/2021.07.29.454199,biorxiv,1,pharmacology and toxicology,year1,2021-07-30,Norwegian University of Science and Technology (NTNU),66,1212,5,8.0
10.1101/2020.05.20.102525,biorxiv,1,evolutionary biology,year1,2020-05-23,"Institute de Systématique Biodiversité Evolution, Muséum Nationale d'Histoire Naturelle - CNRS - EPHE - SU - UA, Paris, France",61,1444,6,8.0
10.1101/2022.08.04.502772,biorxiv,1,immunology,year1,2022-08-05,"Francis Crick Institute, London, UK",111,1014,16,0.0
10.1101/252395,biorxiv,1,evolutionary biology,year1,2018-01-23,Instituto Gulbenkian de Ciência,60,1175,6,8.0
10.1101/568113,biorxiv,1,plant biology,NP,2019-03-05,"University of California at Berkeley, Berkeley, CA, USA",139,1370,14,
10.1101/2020.08.20.20178772,medrxiv,1,infectious diseases,year1,2020-08-25,"Division of Outcomes and Value Research, John Theurer Cancer Center at Hackensack University Medical Center",119,2442,26,18.0
10.1101/2020.11.26.389866,biorxiv,1,bioinformatics,year1,2020-11-27,NaturalAntibody,39,1738,3,3.0
10.1101/2022.08.21.504612,biorxiv,1,microbiology,NP,2022-08-21,University of Southampton,66,1064,10,
10.1101/2022.11.04.22281798,medrxiv,1,genetic and genomic medicine,year1,2022-11-05,King\'s College London,125,1865,33,1.0
10.1101/2020.04.14.040808,biorxiv,1,animal behavior and cognition,year1,2020-04-15,Humboldt University,41,1066,3,0.0
10.1101/2021.05.24.445464,biorxiv,1,bioinformatics,year1,2021-05-25,Hebrew University of Jerusalem,77,1237,5,38.0
10.1101/2021.07.23.453593,biorxiv,1,neuroscience,year2,2021-07-25,University of Oxford,144,1787,10,4.0
10.1101/2021.11.05.21265978,medrxiv,1,health systems and quality improvement,NP,2021-11-09,"Centre for Gender & Sexual Health Equity, Vancouver, British Columbia, Canada. Department of Family Practice, University of British Columbia, Vancouver, British",227,1691,11,
10.1101/295733,biorxiv,1,bioinformatics,year1,2018-04-20,Roswell Park Comprehensive Cancer Center,92,1455,6,7.0
10.1101/740605,biorxiv,1,biophysics,NP,2019-08-20,University of Warwick,147,1336,3,
10.1101/2021.04.09.21255233,medrxiv,1,cardiovascular medicine,year1,2021-04-13,Yale University,173,2495,9,2.0
10.1101/2022.12.09.22283255,medrxiv,1,health policy,NP,2022-12-13,"Health Technology Wales, Wales, United Kingdom",82,1125,11,
10.1101/2021.09.09.459650,biorxiv,1,neuroscience,year2,2021-09-11,Goias State University,67,1631,3,0.0
10.1101/2021.10.04.463054,biorxiv,1,microbiology,NP,2021-10-05,University of Colorado Boulder,112,1206,4,
10.1101/2020.11.24.395913,biorxiv,1,genomics,year1,2020-11-24,"National Centre for Biological Sciences, Tata Institute of Fundamental Research, Bengaluru 560065, India.",85,1279,2,0.0
10.1101/2022.04.23.489267,biorxiv,1,immunology,year1,2022-04-25,"10x Genomics, Inc.",51,1281,11,16.0
10.1101/2021.08.01.454651,biorxiv,1,cell biology,year1,2021-08-01,"Medical College of Wisconsin, Inc",127,1480,7,5.0
10.1101/2021.01.17.426988,biorxiv,1,biophysics,year2,2021-01-18,Peking University,127,1078,4,4.0
10.1101/654269,biorxiv,1,epidemiology,NP,2019-05-29,University of Edinburgh,118,2371,21,
10.1101/2021.09.07.459207,biorxiv,1,cancer biology,year2,2021-09-08,"Cancer Data Science Laboratory, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, MD",89,773,13,0.0
10.1101/2021.02.24.432660,biorxiv,1,developmental biology,year1,2021-02-25,Universidad de Chile,115,1286,9,0.0
10.1101/773879,biorxiv,1,biophysics,NP,2019-09-18,Memorial Sloan Kettering Cancer Center,124,3234,11,
10.1101/2022.11.06.515344,biorxiv,1,bioinformatics,NP,2022-11-06,Children's Hospital of Philadelphia,99,1570,7,
10.1101/2022.07.29.501978,biorxiv,1,neuroscience,NP,2022-07-29,"Experimental Oto-Rhino-Laryngology, Department of Neurosciences, Leuven Brain Institute, KU Leuven, Belgium",57,2838,4,
10.1101/2020.05.14.095802,biorxiv,1,microbiology,year1,2020-05-14,University of Massachusetts Amherst,100,2055,8,0.0
10.1101/308478,biorxiv,1,genetics,year1,2018-04-25,University of Georgia,142,1492,17,1.0
10.1101/574137,biorxiv,1,epidemiology,year1,2019-03-11,World Health Organization,105,2018,6,4.0
10.1101/2021.03.06.434206,biorxiv,1,neuroscience,year2,2021-03-08,Beihang University,71,1811,4,3.0
10.1101/291682,biorxiv,1,cell biology,NP,2018-03-29,University of Illinois at Chicago,74,1072,2,
10.1101/544494,biorxiv,1,immunology,year2,2019-02-08,University of Texas-School of Public Health,165,1625,7,0.0
10.1101/2021.01.31.429008,biorxiv,1,genomics,NP,2021-02-01,National Institutes of Health,78,2381,5,
10.1101/2020.04.27.064386,biorxiv,1,genetics,year1,2020-04-29,"University of California, Riverside",125,1121,20,20.0
10.1101/2022.02.17.480899,biorxiv,1,systems biology,year1,2022-02-18,Harvard Medical School,100,1706,4,10.0
10.1101/652859,biorxiv,1,plant biology,year1,2019-05-30,"Corteva Agriscience, Agricultural Division of DowDuPont",98,1890,2,0.0
10.1101/2022.05.11.22274961,medrxiv,1,radiology and imaging,year1,2022-05-16,ETH Zurich,130,1429,6,3.0
10.1101/2021.11.23.469650,biorxiv,1,neuroscience,NP,2021-11-24,Thomas Jefferson University,99,1299,8,
10.1101/2021.01.28.428001,biorxiv,1,cell biology,year1,2021-01-28,Yale University,71,1069,6,1.0
10.1101/2020.04.23.057919,biorxiv,1,developmental biology,NP,2020-04-24,Georgetown University,113,1363,3,
10.1101/2021.05.07.21256725,medrxiv,1,epidemiology,year1,2021-05-10,"Department of Cardiology, Copenhagen University Hospital, Herlev and Gentofte, Denmark and Department of Emergency Medicine, Copenhagen University Hospital, Her",74,2707,35,3.0
10.1101/2021.06.03.446910,biorxiv,1,paleontology,year1,2021-06-03,Natural History Museum Luxemboug,130,1197,3,0.0
10.1101/2020.02.15.950402,biorxiv,1,genomics,NP,2020-02-15,"College of Marine Life Sciences, Ocean University of China",103,1152,15,
10.1101/283051,biorxiv,1,neuroscience,NP,2018-03-15,"Laboratory of Neuro- and Psychophysiology, Department of Neurosciences, KU Leuven",77,962,2,
10.1101/2022.05.17.492362,biorxiv,1,biophysics,NP,2022-05-19,Arizona State University,88,1688,5,
10.1101/2020.04.14.041210,biorxiv,1,bioengineering,year1,2020-04-15,"University of California, San Diego",64,1400,5,2.0
