doi,server,version,category,publiStatus,date,author_corresponding_institution,titleLength,abstractLength,numberAuthors,cit1year
10.1101/2020.07.13.20152025,medrxiv,1,neurology,year1,2020-07-14,"Department of Psychiatry and Neurochemistry and the Wallenberg Centre for Molecular and Translational Medicine, University of Gothenburg; Queen Square Institute",85,3031,10,1.0
10.1101/2020.07.14.20153726,medrxiv,1,neurology,NP,2020-07-16,Florida State University,139,1011,7,
10.1101/2020.07.14.202317,biorxiv,1,neuroscience,NP,2020-07-14,University College London,91,962,11,
10.1101/2020.07.15.20154237,medrxiv,1,neurology,year1,2020-07-16,University of Gothenburg,137,1950,17,44.0
10.1101/2020.07.15.204255,biorxiv,1,neuroscience,year1,2020-07-16,UCLouvain,83,2676,8,0.0
10.1101/2020.07.15.205724,biorxiv,1,neuroscience,year2,2020-07-17,"AbbVie Deutschland GmbH & Co. KG, Neuroscience Discovery, Knollstrasse, 67061 Ludwigshafen, Germany",71,1696,19,6.0
10.1101/2020.07.16.20149658,medrxiv,1,neurology,year1,2020-07-17,University of Exeter,95,2668,11,0.0
10.1101/2020.07.16.20155556,medrxiv,1,public and global health,year2,2020-07-21,University of Kansas Medical Center,118,1828,7,0.0
10.1101/2020.07.16.207357,biorxiv,1,bioinformatics,NP,2020-07-17,The University of Texas Health Science Center at Houston,94,1447,11,
10.1101/2020.07.17.207787,biorxiv,1,neuroscience,year1,2020-07-17,The University of Adelaide,183,2354,4,9.0
10.1101/2020.07.17.208116,biorxiv,1,bioinformatics,year1,2020-07-17,The University of Tokyo,152,2493,10,8.0
10.1101/2020.07.20.20158022,medrxiv,1,neurology,year1,2020-07-25,University of Kansas Medical Center,83,1832,12,2.0
10.1101/2020.07.20.211805,biorxiv,1,neuroscience,year1,2020-07-20,King's College London,110,1759,10,2.0
10.1101/2020.07.20.212852,biorxiv,1,neuroscience,year1,2020-07-21,"Department of Radiology and Imaging Sciences, Center for Neuroimaging, Indiana University School of Medicine, Indianapolis, IN, United States",98,2377,4,6.0
10.1101/2020.07.20.212886,biorxiv,1,genomics,year1,2020-07-21,University of Lethbridge,139,2079,7,3.0
10.1101/2020.07.21.20159129,medrxiv,1,neurology,year1,2020-07-24,Lund University,123,1056,14,27.0
10.1101/2020.07.21.214072,biorxiv,1,biophysics,year1,2020-07-21,"Queen Mary, University of London",111,1490,5,5.0
10.1101/2020.07.21.214494,biorxiv,1,neuroscience,NP,2020-07-22,The City College of New York,24,2111,2,
10.1101/2020.07.22.20159251,medrxiv,1,genetic and genomic medicine,year2+,2020-07-24,"Amsterdam UMC, The Netherlands",54,1026,47,22.0
10.1101/2020.07.22.20159814,medrxiv,1,radiology and imaging,year1,2020-07-25,Boston University School of Medicine,111,2102,9,8.0
10.1101/2020.07.22.215418,biorxiv,1,neuroscience,NP,2020-07-22,Fukushima Medical University,80,1244,14,
10.1101/2020.07.22.215616,biorxiv,1,neuroscience,year1,2020-07-22,Université Laval,104,1124,4,3.0
10.1101/2020.07.24.218719,biorxiv,1,neuroscience,NP,2020-07-25,"Helen and Robert Appel Alzheimer's Disease Research Institute, Brain and Mind Research Institute, Weill Cornell Medicine, New York, NY, USA",108,1821,35,
10.1101/2020.07.24.219121,biorxiv,1,neuroscience,NP,2020-07-25,Academia Sinica,102,1428,5,
10.1101/2020.07.24.220129,biorxiv,1,neuroscience,NP,2020-07-25,UCSD,98,1465,18,
10.1101/2020.07.24.220228,biorxiv,1,systems biology,NP,2020-07-25,"Department of Systems Immunology and Braunschweig Integrated Centre of Systems Biology (BRICS), Helmholtz Centre for Infection Research, Braunschweig, Germany",75,1116,6,
10.1101/2020.07.25.20162198,medrxiv,1,health policy,NP,2020-07-28,Midwestern University College of Pharmacy-Glendale,146,10684,3,
10.1101/2020.07.25.220707,biorxiv,1,neuroscience,year1,2020-07-26,"KU Leuven, Neural Circuit Development and Regeneration Research Group, Department of Biology, Leuven, Belgium",95,974,17,8.0
10.1101/2020.07.25.221267,biorxiv,1,cell biology,year1,2020-07-26,Tufts University School of Medicine,115,1517,3,3.0
10.1101/2020.07.27.20162578,medrxiv,1,neurology,year1,2020-07-29,University of Bristol,149,1869,6,8.0
10.1101/2020.07.27.20163212,medrxiv,1,genetic and genomic medicine,NP,2020-07-30,Capital Medical University,93,1280,9,
10.1101/2020.07.27.223487,biorxiv,1,biophysics,year1,2020-07-29,Research Centre Julich,130,1630,4,8.0
10.1101/2020.07.27.223545,biorxiv,1,neuroscience,NP,2020-07-27,Simon Fraser University,45,1710,7,
10.1101/2020.07.28.20163352,medrxiv,1,epidemiology,NP,2020-07-29,University of Edinburgh,91,1108,3,
10.1101/2020.07.28.223164,biorxiv,1,biochemistry,year1,2020-07-29,University of Alberta,94,1117,17,15.0
10.1101/2020.07.29.20164434,medrxiv,1,neurology,NP,2020-07-31,Institute for Stroke and Dementia Research,115,1102,8,
10.1101/2020.07.30.20165456,medrxiv,1,neurology,NP,2020-08-02,"Rotman Research Institute, Baycrest Health Sciences, Toronto, Canada",57,1903,45,
10.1101/2020.07.30.228999,biorxiv,1,neuroscience,year1,2020-07-30,University of Kentucky,85,2355,9,31.0
10.1101/2020.07.30.229914,biorxiv,1,genetics,year2,2020-07-30,University of North Carolina at Chapel Hill,78,1648,17,16.0
10.1101/2020.07.31.229583,biorxiv,1,neuroscience,NP,2020-08-04,University of Florida,100,1622,16,
10.1101/2020.07.31.230342,biorxiv,1,neuroscience,year1,2020-07-31,Radboudumc,129,1760,6,1.0
10.1101/2020.07.31.230565,biorxiv,1,genetics,NP,2020-08-01,Laval University,135,1401,6,
10.1101/2020.07.31.230680,biorxiv,1,neuroscience,NP,2020-08-01,Massachusetts General Hospital,120,1190,15,
10.1101/2020.07.31.230847,biorxiv,1,neuroscience,year2,2020-08-03,"Department of Biology, Faculty of Sciences, University of Zabol, Zabol, Iran.",188,2070,4,3.0
10.1101/2020.07.31.231126,biorxiv,1,genetics,year1,2020-08-03,University of Edinburgh,56,1116,8,0.0
10.1101/2020.07.31.231159,biorxiv,1,neuroscience,year1,2020-08-03,Universitat Pompeu Fabra,115,1083,10,2.0
10.1101/2020.08.01.20166561,medrxiv,1,neurology,year1,2020-08-04,University of Southern California,132,1501,5,1.0
10.1101/2020.08.02.20166629,medrxiv,1,health informatics,NP,2020-08-04,University of Florida,124,1019,6,
10.1101/2020.08.02.233569,biorxiv,1,bioinformatics,year1,2020-08-03,"Department of Electrical Engineering and Computer Science, and Christopher S. Bond Life Sciences Center, University of Missouri, Columbia, MO 65211, USA",78,1142,10,31.0
10.1101/2020.08.03.20167619,medrxiv,1,health informatics,NP,2020-08-04,University of Pennsylvania,125,1020,9,
10.1101/2020.08.03.20167684,medrxiv,1,neurology,year1,2020-08-04,University of Kansas Medical Center,115,2007,15,0.0
10.1101/2020.08.03.234765,biorxiv,1,genomics,NP,2020-08-04,University of Pennsylvania,118,1781,3,
10.1101/2020.08.04.20168229,medrxiv,1,neurology,year1,2020-08-06,Fraunhofer SCAI,81,1266,7,4.0
10.1101/2020.08.04.235762,biorxiv,1,neuroscience,NP,2020-08-04,Amsterdam UMC,105,1265,19,
10.1101/2020.08.05.238105,biorxiv,1,neuroscience,year1,2020-08-05,"University of California, Irvine",101,1879,7,1.0
10.1101/2020.08.05.238949,biorxiv,1,genomics,year1,2020-08-06,University of Pittsburgh,114,1732,3,7.0
10.1101/2020.08.06.239111,biorxiv,1,neuroscience,NP,2020-08-06,"Neuroepigenetics Laboratory-Navarrabiomed, CHN, UPNA, IdiSNA",124,1313,8,
10.1101/2020.08.06.239293,biorxiv,1,neuroscience,year1,2020-08-06,University of California Davis,206,1334,2,0.0
10.1101/2020.08.06.240044,biorxiv,1,bioinformatics,year1,2020-08-06,The Ohio State University,62,1458,5,12.0
10.1101/2020.08.07.20139261,medrxiv,1,psychiatry and clinical psychology,year1,2020-08-11,University of Pittsburgh,89,1761,39,7.0
10.1101/2020.08.09.243402,biorxiv,1,genomics,NP,2020-08-10,Centre for Addiction and Mental Health,136,1132,3,
10.1101/2020.08.10.243154,biorxiv,1,cancer biology,year1,2020-08-11,New York University Abu Dhabi,132,1122,20,9.0
10.1101/2020.08.10.243634,biorxiv,1,neuroscience,year2,2020-08-10,"University of California, San Diego",99,1353,3,2.0
10.1101/2020.08.11.20172940,medrxiv,1,neurology,year1,2020-08-14,Iowa State University,117,1777,13,7.0
10.1101/2020.08.11.245472,biorxiv,1,systems biology,NP,2020-08-11,MIT and Broad Inst. of MIT &  Harvard,56,1571,2,
10.1101/2020.08.11.246363,biorxiv,1,neuroscience,NP,2020-08-13,University College London,131,1279,7,
10.1101/2020.08.11.246496,biorxiv,1,neuroscience,NP,2020-08-12,University of California San Francisco,78,1757,9,
10.1101/2020.08.12.20173310,medrxiv,1,pharmacology and therapeutics,year1,2020-08-14,University College London,59,1815,11,1.0
10.1101/2020.08.12.248492,biorxiv,1,neuroscience,year2,2020-08-13,"Gladstone Institute of Neurological Disease, San Francisco, CA 94158, USA",126,1487,9,7.0
10.1101/2020.08.13.249201,biorxiv,1,neuroscience,NP,2020-08-13,"Centre for Cellular and Molecular Biology, Hyderabad, India",112,2623,3,
10.1101/2020.08.13.249987,biorxiv,1,neuroscience,year2,2020-08-13,University of Sheffield,125,1130,11,6.0
10.1101/2020.08.15.252452,biorxiv,1,neuroscience,year1,2020-08-15,University of Illinois at Urbana-Champaign,95,1594,5,2.0
10.1101/2020.08.15.252601,biorxiv,1,neuroscience,NP,2020-08-17,University of Cambridge,89,1880,7,
10.1101/2020.08.16.20167577,medrxiv,1,epidemiology,year1,2020-08-18,University of Pennsylvania,158,1853,10,
10.1101/2020.08.16.252817,biorxiv,1,neuroscience,NP,2020-08-16,University of Chicago,84,2571,6,
10.1101/2020.08.18.254649,biorxiv,1,neuroscience,year1,2020-08-19,Icahn School of Medicine at Mount Sinai,139,1966,9,5.0
10.1101/2020.08.18.255778,biorxiv,1,neuroscience,year1,2020-08-18,Massachusetts Institute of Technology,91,1114,6,5.0
10.1101/2020.08.18.256321,biorxiv,1,neuroscience,NP,2020-08-19,"School of Psychology, University of Kent, Canterbury, UK",131,1634,3,
10.1101/2020.08.18.256594,biorxiv,1,neuroscience,year2+,2020-08-20,"Institute of Psychology, Chinese Academy of Sciences",64,1847,11,15.0
10.1101/2020.08.19.257790,biorxiv,1,neuroscience,year1,2020-08-20,"University of California, Irvine",61,1525,13,1.0
10.1101/2020.08.19.258236,biorxiv,1,neuroscience,year1,2020-08-20,Mayo Clinic,153,1830,6,3.0
10.1101/2020.08.20.20176883,medrxiv,1,neurology,NP,2020-08-24,McGill University,78,1705,18,
10.1101/2020.08.20.20179051,medrxiv,1,neurology,year1,2020-08-23,Boston University Academy,105,2046,4,0.0
10.1101/2020.08.20.256099,biorxiv,1,neuroscience,NP,2020-08-20,Rutgers,120,1088,7,
10.1101/2020.08.20.258749,biorxiv,1,neuroscience,year1,2020-08-20,Wenzhou Medical University,88,1799,4,1.0
10.1101/2020.08.20.260166,biorxiv,1,neuroscience,year1,2020-08-21,"Bioorganic Chemistry Laboratory, New Chemistry Unit, Jawaharlal Nehru Centre for Advanced Scientific Research, Jakkur P.O., Bengaluru 560064, Karnataka, India",132,1247,8,9.0
10.1101/2020.08.20.260356,biorxiv,1,molecular biology,year1,2020-08-21,"The Florey Institute of Neuroscience and Mental Health, The University of Melbourne, Parkville, Victoria, Australia. Department of Surgery, The Royal Melbourne ",85,2256,9,5.0
10.1101/2020.08.21.260786,biorxiv,1,neuroscience,NP,2020-08-22,New York University,121,1082,6,
10.1101/2020.08.21.261677,biorxiv,1,neuroscience,year1,2020-08-22,"Center for Translational & Computational Neuroimmunology, Department of Neurology, Columbia University Irving Medical Center, New York, NY 10032",130,1213,4,1.0
10.1101/2020.08.22.20179564,medrxiv,1,neurology,year1,2020-08-25,University of Kansas Medical Center,97,1833,11,2.0
10.1101/2020.08.23.20172403,medrxiv,1,psychiatry and clinical psychology,year1,2020-08-25,The Chinese University of Hong Kong,117,1309,3,2.0
10.1101/2020.08.24.264259,biorxiv,1,neuroscience,NP,2020-08-24,Central Institute for Experimental Animals,57,1465,16,
10.1101/2020.08.24.264978,biorxiv,1,animal behavior and cognition,NP,2020-08-24,UNIVERSITY OF LETHBRIDGE,169,1399,8,
10.1101/2020.08.25.20181495,medrxiv,1,neurology,year1,2020-08-31,"MRC Prion Unit at UCL, UCL Institute of Prion Diseases, Courtauld Building, 33 Cleveland Street, London, W1W 7FF, UK.",95,1489,13,0.0
10.1101/2020.08.25.20181735,medrxiv,1,cardiovascular medicine,year1,2020-08-31,Translational Genomics Research Institute,134,2122,16,5.0
10.1101/2020.08.26.20179366,medrxiv,1,genetic and genomic medicine,year1,2020-09-01,"Corporal Michael Crescenz VA Medical Center, Philadelphia, PA, 19104, USA",112,1523,11,2.0
10.1101/2020.08.26.267260,biorxiv,1,neuroscience,NP,2020-08-27,Wake Forest School of Medicine,124,2181,10,
10.1101/2020.08.27.20180331,medrxiv,1,neurology,NP,2020-09-01,"California Polytechnic University, Pomona, CA",66,1981,1,
10.1101/2020.08.27.20182964,medrxiv,1,respiratory medicine,year1,2020-09-01,"Academic Respiratory Unit, Southmead Hospital, Bristol, UK",126,1633,6,1.0
10.1101/2020.08.27.266551,biorxiv,1,neuroscience,NP,2020-08-28,"Department of Psychiatry, McGill University, Montreal, Quebec, Canada",175,1072,10,
10.1101/2020.08.28.20182931,medrxiv,1,radiology and imaging,year1,2020-09-01,Universiti Putra Malaysia,150,1557,7,13.0
10.1101/2020.08.28.271676,biorxiv,1,neuroscience,NP,2020-08-28,University of Queensland,133,1515,11,
10.1101/2020.08.29.273540,biorxiv,1,bioengineering,NP,2020-08-30,Massachusetts Institute of Technology,81,1046,12,
10.1101/2020.08.30.20184846,medrxiv,1,ophthalmology,NP,2020-09-02,University of Bristol,124,21363,15,
10.1101/2020.08.30.20184879,medrxiv,1,neurology,NP,2020-09-02,Columbia University Medical Center,83,1096,16,
10.1101/2020.08.31.20183558,medrxiv,1,neurology,year1,2020-09-02,"Taub Institute, Columbia University Irving Medical Center",93,1989,12,9.0
10.1101/2020.08.31.255141,biorxiv,1,neuroscience,NP,2020-08-31,National Center for Geriatrics and Gerontology,59,1591,13,
10.1101/2020.08.31.276444,biorxiv,1,neuroscience,year1,2020-08-31,"Department of Radiology & Imaging Sciences, IUSM",108,1847,10,17.0
10.1101/2020.09.01.20185959,medrxiv,1,neurology,year1,2020-09-03,Brain and Spine Institute,126,1681,17,9.0
10.1101/2020.09.01.258665,biorxiv,1,neuroscience,year1,2020-09-01,Aix-Marseille University/CNRS,161,1039,12,2.0
10.1101/2020.09.01.276626,biorxiv,1,neuroscience,year2,2020-09-01,University of Arizona College of Medicine Phoenix,122,1688,8,2.0
10.1101/2020.09.02.20186999,medrxiv,1,neurology,year1,2020-09-03,Indiana University,112,1521,9,0.0
10.1101/2020.09.02.279521,biorxiv,1,bioinformatics,year1,2020-09-03,INRIA,110,1089,5,2.0
10.1101/2020.09.02.280321,biorxiv,1,neuroscience,NP,2020-09-03,Huazhong University of Science and Technology,113,1084,4,
10.1101/2020.09.03.280669,biorxiv,1,genetics,NP,2020-09-03,Chinese Academy of Sciences Shanghai Clinical Research Center,149,3065,7,
10.1101/2020.09.03.281907,biorxiv,1,neuroscience,year1,2020-09-04,DZNE,143,1921,7,8.0
10.1101/2020.09.03.282277,biorxiv,1,neuroscience,year1,2020-09-04,The University of Adelaide,232,1318,4,4.0
10.1101/2020.09.03.282327,biorxiv,1,neuroscience,NP,2020-09-04,Columbia University,83,1792,6,
10.1101/2020.09.04.267104,biorxiv,1,neuroscience,year1,2020-09-04,"Department of Neuroanatomy, Institute of Anatomy and Cell Biology, Faculty of Medicine, University of Freiburg, Germany. Center for Basics in Neuromodulation (N",77,913,9,11.0
10.1101/2020.09.04.282855,biorxiv,1,neuroscience,NP,2020-09-06,The University of Queensland,112,1128,6,
10.1101/2020.09.05.284372,biorxiv,1,systems biology,NP,2020-09-08,"Department of Neurology, Neuroregeneration, Medical Faculty, Heinrich-Heine-University, Dusseldorf",126,1816,6,
10.1101/2020.09.06.285312,biorxiv,1,biophysics,year1,2020-09-07,University of Nebraska Medical Center,110,1713,4,6.0
10.1101/2020.09.07.20189571,medrxiv,1,cardiovascular medicine,year2,2020-09-09,"a.	Institute of Cardiovascular Science, Faculty of Population Health, University College London, London WC1E 6BT, United Kingdom; b.	UCL British Heart Foundatio",51,1780,25,14.0
10.1101/2020.09.08.20190611,medrxiv,1,epidemiology,NP,2020-09-10,University College London,116,2397,3,
10.1101/2020.09.08.288043,biorxiv,1,neuroscience,year1,2020-09-09,"Department of Neuroinflammation, University College London, Queen Square Institute of Neurology, 1 Wakefield Street, London WC1N 1PJ, UK",134,1195,8,14.0
10.1101/2020.09.09.273011,biorxiv,1,neuroscience,NP,2020-09-09,"University of California, San Diego",113,1531,7,
10.1101/2020.09.09.290320,biorxiv,1,biophysics,year1,2020-09-10,Forschungszentrum Juelich,108,1799,4,16.0
10.1101/2020.09.09.290643,biorxiv,1,biophysics,NP,2020-09-10,Indian Institute of Technology Guwahati,132,1378,3,
10.1101/2020.09.10.20192146,medrxiv,1,neurology,year1,2020-09-11,Columbia University,115,1179,14,32.0
10.1101/2020.09.10.290023,biorxiv,1,biophysics,NP,2020-09-11,National Institutes of Health,75,1340,3,
10.1101/2020.09.11.292607,biorxiv,1,cell biology,NP,2020-09-11,National University of Singapore,65,1045,19,
10.1101/2020.09.11.293167,biorxiv,1,neuroscience,year2,2020-09-12,University College London,74,1720,7,2.0
10.1101/2020.09.12.294421,biorxiv,1,neuroscience,year1,2020-09-14,Hong Kong University of Science and Technology,87,1029,9,3.0
10.1101/2020.09.15.278408,biorxiv,1,biophysics,NP,2020-09-16,The University of Texas Southwestern Medical Center,51,1614,4,
10.1101/2020.09.15.298331,biorxiv,1,neuroscience,year1,2020-09-17,Massachusetts General Hospital / Harvard Medical School,69,1653,7,1.0
10.1101/2020.09.17.20196758,medrxiv,1,neurology,NP,2020-09-18,The University of Texas Health Science Center at Houston,99,2112,6,
10.1101/2020.09.17.302612,biorxiv,1,systems biology,year1,2020-09-20,Cleveland Clinic,112,2384,8,15.0
10.1101/2020.09.18.20188276,medrxiv,1,neurology,NP,2020-09-23,Amsterdam University Medical Center,92,1866,29,
10.1101/2020.09.18.20197475,medrxiv,1,genetic and genomic medicine,NP,2020-09-22,The Translational Genomics Research Institute (TGen),68,1655,10,
10.1101/2020.09.18.304154,biorxiv,1,neuroscience,NP,2020-09-20,"Imaging Genetics Center, Mark and Mary Stevens Neuroimaging & Informatics Institute, University of Southern California, Marina del Rey, CA 90292, USA",103,1678,13,
10.1101/2020.09.21.305722,biorxiv,1,genomics,year1,2020-09-21,The University of Sydney,141,1056,5,2.0
10.1101/2020.09.22.307959,biorxiv,1,neuroscience,NP,2020-09-22,University of Rijeka,136,1896,4,
10.1101/2020.09.22.308015,biorxiv,1,neuroscience,year1,2020-09-22,Boston University School of Medicine,112,1162,8,22.0
10.1101/2020.09.22.308429,biorxiv,1,genomics,year1,2020-09-23,IBEC,120,1794,5,12.0
10.1101/2020.09.23.20187450,medrxiv,1,neurology,year2,2020-09-24,University of Oxford,133,1092,7,3.0
10.1101/2020.09.23.20198424,medrxiv,1,neurology,NP,2020-09-25,"Neuroscience Research Institute, University of California, Santa Barbara. California. USA and Department of Molecular Cellular and Developmental Biology Univers",84,1073,15,
10.1101/2020.09.23.20199042,medrxiv,1,neurology,year1,2020-09-25,University of Kansas Medical Center,80,2554,9,7.0
10.1101/2020.09.23.309666,biorxiv,1,neuroscience,year1,2020-09-23,University of Portsmouth,117,1503,7,5.0
10.1101/2020.09.23.310102,biorxiv,1,molecular biology,year1,2020-09-24,Kyoto University,82,1064,3,5.0
10.1101/2020.09.23.310276,biorxiv,1,bioinformatics,year2+,2020-09-25,University of Pennsylvania,106,1130,8,0.0
10.1101/2020.09.23.310466,biorxiv,1,neuroscience,year1,2020-09-23,Cleveland Clinic,201,2430,11,13.0
10.1101/2020.09.24.311662,biorxiv,1,bioinformatics,year1,2020-09-25,Duke University,145,1987,2,6.0
10.1101/2020.09.25.20201962,medrxiv,1,epidemiology,year1,2020-09-28,"Department of Biostatistics, Boston University School of Public Health, Boston, MA, United States.",129,1423,4,0.0
10.1101/2020.09.25.313593,biorxiv,1,neuroscience,year1,2020-09-26,Wake Forest School of Medicine,99,2776,17,2.0
10.1101/2020.09.25.313973,biorxiv,1,biophysics,year1,2020-09-26,"Department of Chemistry, University of Cambridge",70,2572,8,3.0
10.1101/2020.09.28.20203265,medrxiv,1,neurology,year2,2020-09-29,University Children\'s Hospital Zurich,120,2874,17,1.0
10.1101/2020.09.28.316265,biorxiv,1,molecular biology,NP,2020-09-29,Ghent University,57,1350,7,
10.1101/2020.09.28.316927,biorxiv,1,molecular biology,year2,2020-09-29,Colorado State University,64,1267,5,7.0
10.1101/2020.09.28.317156,biorxiv,1,neuroscience,year1,2020-09-29,"Center for Translational & Computational Neuroimmunology, Department of Neurology, Columbia University Medical Center, 630 West 168th street, New York, NY, USA;",127,1105,14,0.0
10.1101/2020.09.29.20203950,medrxiv,1,genetic and genomic medicine,year2,2020-09-30,University of Pennsylvania,96,1213,15,1.0
10.1101/2020.09.30.321307,biorxiv,1,physiology,year2,2020-10-01,University of Washington,136,1906,1,4.0
10.1101/2020.09.30.321646,biorxiv,1,neuroscience,year1,2020-10-02,New York University and Nathan Kline Institute,197,2267,3,1.0
10.1101/2020.09.30.321711,biorxiv,1,neuroscience,NP,2020-10-02,"Imaging Genetics Center, Mark and Mary Stevens Neuroimaging & Informatics Institute, Keck School of Medicine of USC, University of Southern California, Marina d",127,1802,7,
10.1101/2020.10.01.20200659,medrxiv,1,neurology,year2,2020-10-04,"Inserm, Institut Pasteur de Lille, University of Lille, France",170,1379,42,239.0
10.1101/2020.10.01.322511,biorxiv,1,neuroscience,NP,2020-10-05,"Columbia University, Department of Pathology and Cell Biology",164,1609,13,
10.1101/2020.10.02.20205559,medrxiv,1,neurology,year1,2020-10-05,University G. d\'Annunzio of Chieti-Pescara,148,1158,8,
10.1101/2020.10.03.324673,biorxiv,1,neuroscience,NP,2020-10-04,University of Tehran,96,2026,4,
10.1101/2020.10.04.325134,biorxiv,1,cell biology,NP,2020-10-05,National Chemical Laboratory,81,945,4,
10.1101/2020.10.06.327833,biorxiv,1,neuroscience,year1,2020-10-07,"Univ. Bordeaux, CNRS, Interdisciplinary Institute for Neuroscience, IINS, UMR 5297, F-33000 Bordeaux, France",119,1593,8,2.0
10.1101/2020.10.07.20208017,medrxiv,1,neurology,year1,2020-10-09,University of Zurich,112,1076,8,1.0
10.1101/2020.10.07.329318,biorxiv,1,neuroscience,NP,2020-10-08,RIKEN Center for Brain Science,77,813,10,
10.1101/2020.10.08.329938,biorxiv,1,molecular biology,year1,2020-10-08,Cleveland Clinic Lerner Research Institute,86,2053,5,3.0
10.1101/2020.10.08.330928,biorxiv,1,neuroscience,year1,2020-10-09,Imperial College London,143,2690,2,0.0
10.1101/2020.10.08.331157,biorxiv,1,biochemistry,NP,2020-10-08,Georgetown University,81,1369,4,
10.1101/2020.10.12.20211607,medrxiv,1,neurology,year2,2020-10-14,"Birla Institute of Technology and Science, Pilani",150,1851,4,0.0
10.1101/2020.10.12.335828,biorxiv,1,neuroscience,year1,2020-10-12,University of Gothenburg,143,1709,11,4.0
10.1101/2020.10.13.20211375,medrxiv,1,neurology,NP,2020-10-16,The Ohio State University,141,1822,5,
10.1101/2020.10.13.20212324,medrxiv,1,neurology,NP,2020-10-16,Daegu Gyeongbuk Institute of Science and Technology,137,980,3,
10.1101/2020.10.13.335737,biorxiv,1,neuroscience,year1,2020-10-13,University of Oslo,111,2874,11,3.0
10.1101/2020.10.13.337857,biorxiv,1,neuroscience,year1,2020-10-14,Van Andel Institute,110,1785,11,6.0
10.1101/2020.10.14.20212696,medrxiv,1,health informatics,year1,2020-10-20,Tec de Monterrey,169,1764,6,1.0
10.1101/2020.10.14.20213017,medrxiv,1,neurology,year1,2020-10-20,"University of California San Francisco, Department of Neurology, Memory and Aging Center",79,2317,20,23.0
10.1101/2020.10.14.338954,biorxiv,1,neuroscience,NP,2020-10-14,Universidad Autonoma de Madrid,111,1670,16,
10.1101/2020.10.14.339002,biorxiv,1,bioengineering,year1,2020-10-14,Iowa State University,65,1865,5,2.0
10.1101/2020.10.14.339200,biorxiv,1,genomics,NP,2020-10-15,University of Exeter,140,1982,16,
10.1101/2020.10.14.340075,biorxiv,1,neuroscience,year1,2020-10-15,"University of California, Berkeley",97,1014,8,6.0
10.1101/2020.10.16.332445,biorxiv,1,neuroscience,NP,2020-10-17,Universidad de Concepcion,99,1544,13,
10.1101/2020.10.16.342196,biorxiv,1,neuroscience,NP,2020-10-16,University of Bordeaux - CNRS,104,1517,8,
10.1101/2020.10.16.343137,biorxiv,1,bioinformatics,year1,2020-10-17,Arizona State University,165,1828,11,4.0
10.1101/2020.10.17.343830,biorxiv,1,neuroscience,NP,2020-10-17,university of wollongong,153,2104,7,
10.1101/2020.10.19.344564,biorxiv,1,neuroscience,year1,2020-10-19,New York University,135,998,13,13.0
10.1101/2020.10.19.345025,biorxiv,1,neuroscience,year1,2020-10-19,Instituto Cajal (CSIC),88,1999,5,2.0
10.1101/2020.10.19.345991,biorxiv,1,neuroscience,year1,2020-10-19,University of Kentucky,107,2373,1,8.0
10.1101/2020.10.20.346718,biorxiv,1,neuroscience,year1,2020-10-20,Instituto Cajal,73,1058,6,5.0
10.1101/2020.10.22.341784,biorxiv,1,neuroscience,year2,2020-10-22,Uniformed Services University,131,1097,11,1.0
10.1101/2020.10.22.349852,biorxiv,1,neuroscience,NP,2020-10-22,University of Antwerp,96,2237,5,
10.1101/2020.10.22.350777,biorxiv,1,biochemistry,year1,2020-10-22,"Department of Biological Sciences, the Center for Drug Discovery, Design and Delivery, and the Center for Scientific Computation, Southern Methodist University,",73,1012,5,5.0
10.1101/2020.10.23.20216408,medrxiv,1,epidemiology,NP,2020-10-27,"Dept Psychiatry, Washington University School of Medicine (WUSM), 660 S. Euclid Ave. B8134, St. Louis, MO 63110",50,763,6,
10.1101/2020.10.24.20218925,medrxiv,1,neurology,year1,2020-10-27,University of New South Wales,129,1194,6,5.0
10.1101/2020.10.25.334201,biorxiv,1,neuroscience,NP,2020-10-26,"Institute of Biomedical Sciences, Academia Sinica, Taipei, Taiwan",98,1505,15,
10.1101/2020.10.26.20219659,medrxiv,1,epidemiology,year1,2020-10-27,King\'s College London,111,3463,21,30.0
10.1101/2020.10.27.353862,biorxiv,1,neuroscience,year1,2020-10-28,University of Zurich,160,1125,12,18.0
10.1101/2020.10.27.356113,biorxiv,1,genetics,NP,2020-10-28,"Nash Family Department of Neuroscience & Friedman Brain Institute, Icahn School of Medicine at Mount Sinai, New York, NY, United States of America",109,1257,19,
10.1101/2020.10.27.356899,biorxiv,1,systems biology,NP,2020-10-27,The University of Edinburgh,103,1626,10,
10.1101/2020.10.27.357830,biorxiv,1,bioengineering,year1,2020-10-27,Universite Laval,122,1295,6,5.0
10.1101/2020.10.28.20212027,medrxiv,1,neurology,year1,2020-10-30,University of Miami Miller School of Medicine,95,1719,4,5.0
10.1101/2020.10.29.20211920,medrxiv,1,neurology,year2,2020-11-03,Amsterdam UMC,89,892,30,7.0
10.1101/2020.10.29.360206,biorxiv,1,biophysics,NP,2020-10-29,"Max Planck Institute for the Physics of Complex Systems, Dresden, Germany",64,1225,3,
10.1101/2020.10.30.362004,biorxiv,1,neuroscience,year1,2020-10-30,UK Dementia Research Institute at UCL,98,1693,8,1.0
10.1101/2020.11.01.20224139,medrxiv,1,neurology,year1,2020-11-04,Vanderbilt University Medical Center,139,1085,2,4.0
